County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
King,Legislative District 45 State Representative Pos. 1,Michael Curtis,(Prefers Republican Party),16041,32.6375,Legislative
King,Legislative District 45 State Representative Pos. 2,Larry Springer,(Prefers Democratic Party),33116,67.5162,Legislative
King,Legislative District 45 State Representative Pos. 2,Amber Krabach,(Prefers Republican Party),15933,32.4838,Legislative
King,Legislative District 46 State Senator,David Frockt,(Prefers Democratic Party),44922,82.9998,Legislative
King,Legislative District 46 State Senator,Beth Daranciang,(Prefers Republican Party),9201,17.0002,Legislative
King,Legislative District 46 State Representative Pos. 1,Gerry Pollet,(Prefers Democratic Party),44965,83.2485,Legislative
King,Legislative District 46 State Representative Pos. 1,Jeff Patton,(Prefers Republican Party),9048,16.7515,Legislative
King,Legislative District 46 State Representative Pos. 2,Javier Valdez,(Prefers Democratic Party),44998,83.8014,Legislative
King,Legislative District 46 State Representative Pos. 2,Jerry Zeiger-Buccola,(Prefers Republican Party),8698,16.1986,Legislative
King,Legislative District 47 State Senator,Joe Fain,(Prefers Republican Party),20093,50.3433,Legislative
King,Legislative District 47 State Senator,Mona Das,(Prefers Democratic Party),19819,49.6567,Legislative
King,Legislative District 47 State Representative Pos. 1,Mark Hargrove,(Prefers Republican Party),19053,47.598,Legislative
King,Legislative District 47 State Representative Pos. 1,Debra Entenman,(Prefers Democratic Party),20976,52.402,Legislative
King,Legislative District 47 State Representative Pos. 2,Pat Sullivan,(Prefers Democratic Party),24717,62.0843,Legislative
King,Legislative District 47 State Representative Pos. 2,Ted Cooke,(Prefers Republican Party),15095,37.9157,Legislative
King,Legislative District 48 State Senator,Patty Kuderer,(Prefers Democratic Party),23027,65.5424,Legislative
King,Legislative District 48 State Senator,Rodney Tom,(Prefers Democratic Party),12106,34.4576,Legislative
King,Legislative District 48 State Representative Pos. 1,Vandana Slatter,(Prefers Democratic Party),27658,100,Legislative
King,Legislative District 48 State Representative Pos. 2,Amy Walen,(Prefers Democratic Party),23782,74.3978,Legislative
King,Legislative District 48 State Representative Pos. 2,Cindi Bright,(Prefers Democratic Party),8184,25.6022,Legislative
King,Metropolitan King County Prosecuting Attorney,Dan Satterberg,,396826,72.1567,County
King,Metropolitan King County Prosecuting Attorney,Daron Morris,,153124,27.8433,County
King,Supreme Court Justice Position 2,Susan Owens,,432014,100,Judicial
King,Supreme Court Justice Position 8,Nathan Choi,,133490,24.4949,Judicial
King,Supreme Court Justice Position 8,Steve Gonzalez,,411480,75.5051,Judicial
King,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,424314,100,Judicial
King,"Court of Appeals, Division 1, District 1 Judge Position 4",Beth M. Andrus,,411433,100,Judicial
King,"Court of Appeals, Division 1, District 1 Judge Position 7",Marlin Appelwick,,404473,100,Judicial
King,Northeast Electoral District JUDGE POSITION 1,Marcus Naylor,,93832,65.5187,Judicial
King,Northeast Electoral District JUDGE POSITION 1,Joshua Schaer,,49382,34.4813,Judicial
King,Northeast Electoral District JUDGE POSITION 2,Ketu Shah,,113204,100,Judicial
King,Northeast Electoral District JUDGE POSITION 3,Lisa O'Toole,,113176,100,Judicial
King,Northeast Electoral District JUDGE POSITION 4,Peter L. Nault,,109116,100,Judicial
King,Northeast Electoral District JUDGE POSITION 5,David A. Steiner,,111509,100,Judicial
King,Northeast Electoral District JUDGE POSITION 6,Michael Finkle,,111327,100,Judicial
King,Northeast Electoral District JUDGE POSITION 7,Donna Tucker,,111754,100,Judicial
King,Shoreline Electoral District Judge Position No. 1,Joe Campagna,,21913,78.9288,Judicial
King,Shoreline Electoral District Judge Position No. 1,Les Ponomarchuk,,5850,21.0712,Judicial
King,Shoreline Electoral District Judge Position No. 2,Marcine Anderson,,22047,100,Judicial
King,Southeast Electoral District Judge Position No. 1,Jason Poydras,,77166,100,Judicial
King,Southeast Electoral District Judge Position No. 2,Matthew York,,76850,100,Judicial
King,Southeast Electoral District Judge Position No. 3,"Nathaniel B. Green, Jr.",,77722,100,Judicial
King,Southeast Electoral District Judge Position No. 4,Corinna Harn,,77196,100,Judicial
King,Southeast Electoral District Judge Position No. 5 ,Virginia M. Amato,,77042,100,Judicial
King,Southeast Electoral District Judge Position No. 6,Rhonda Laumann,,76827,100,Judicial
King,Southwest Electoral District Judge Position No. 1,David M. Christie,,45199,100,Judicial
King,Southwest Electoral District Judge Position No. 2,Susan L. Mahoney,,45388,100,Judicial
King,Southwest Electoral District Judge Position No. 3,Laurel Gibson,,45433,100,Judicial
King,Southwest Electoral District Judge Position No. 4,D. Mark Eide,,45116,100,Judicial
King,Southwest Electoral District Judge Position No. 5,Elizabeth D. Stephenson,,45185,100,Judicial
King,West Electoral District Judge Position No. 1,Lisa A. Paglisotti,,150697,100,Judicial
King,West Electoral District Judge Position No. 2,Mark C. Chow,,147912,100,Judicial
King,West Electoral District Judge Position No. 3,Art Chapman,,144043,100,Judicial
King,West Electoral District Judge Position No. 4,Gregg Hirakawa,,149548,100,Judicial
King,West Electoral District Judge Position No. 5,Anne C. Harper,,148863,100,Judicial
King,City of Bothell Proposition No. 1 Public Safety Levy Lid Lift,Yes,,4732,60.5115,City/Town
King,City of Bothell Proposition No. 1 Public Safety Levy Lid Lift,No,,3088,39.4885,City/Town
King,City of Bothell Proposition No. 2 Fire Station Bonds,Yes,,5025,64.4066,City/Town
King,City of Bothell Proposition No. 2 Fire Station Bonds,No,,2777,35.5934,City/Town
King,City of Covington Proposition No. 1 Sales and Use Tax for Transportation Improvements ,Yes,,2763,47.6379,City/Town
King,City of Covington Proposition No. 1 Sales and Use Tax for Transportation Improvements ,No,,3037,52.3621,City/Town
King,City of Kirkland Proposition No. 1 Additional Sales and Use Tax for Enhanced Police Services and Community Safety,Approved,,15016,56.782,City/Town
King,City of Kirkland Proposition No. 1 Additional Sales and Use Tax for Enhanced Police Services and Community Safety,Rejected,,11429,43.218,City/Town
King,"City of Mercer Island Proposition No. 1 Levy Lid Lift for Public Safety, Youth, Family &amp; Senior Services, and Parks &amp; Recreation ",Yes,,4555,43.2697,City/Town
King,"City of Mercer Island Proposition No. 1 Levy Lid Lift for Public Safety, Youth, Family &amp; Senior Services, and Parks &amp; Recreation ",No,,5972,56.7303,City/Town
King,City of Seattle Municipal Court Judge Position No. 1,Ed McKenna,,148399,100,City/Town
King,City of Seattle Municipal Court Judge Position No. 2,Andrea Chin,,152313,100,City/Town
King,City of Seattle Municipal Court Judge Position No. 3,Adam Eisenberg,,149913,100,City/Town
King,City of Seattle Municipal Court Judge Position No. 4,Anita M. Crawford-Willis,,151619,100,City/Town
King,City of Seattle Municipal Court Judge Position No. 5,Willie Gregory,,148594,100,City/Town
King,City of Seattle Municipal Court Judge Position No. 6,Faye Chess,,149554,100,City/Town
King,City of Seattle Municipal Court Judge Position No. 7,Damon Shadid,,147118,100,City/Town
King,"City of Seattle Proposition No. 1 Families, Education, Preschool, and Promise Levy",Yes,,164083,68.5444,City/Town
King,"City of Seattle Proposition No. 1 Families, Education, Preschool, and Promise Levy",No,,75299,31.4556,City/Town
King,City of Shoreline Proposition No. 1 Sales and Use Tax for Sidewalk and Pedestrian Improvements,Approved,,9896,51.8713,City/Town
King,City of Shoreline Proposition No. 1 Sales and Use Tax for Sidewalk and Pedestrian Improvements,Rejected,,9182,48.1287,City/Town
King,Rural Pierce County Library System Proposition No. 1 Levy Lid Lift,Approved,,227,59.4241,Library
King,Rural Pierce County Library System Proposition No. 1 Levy Lid Lift,Rejected,,155,40.5759,Library
King,King County Fire Protection District No. 45 Proposition No. 1 Bonds to Construct and Renovate Fire Stations,Approved,,2918,66.2429,Fire
King,King County Fire Protection District No. 45 Proposition No. 1 Bonds to Construct and Renovate Fire Stations,Rejected,,1487,33.7571,Fire
King,Snoqualmie Pass Fire Protection Dist No. 51 Proposition 1 Snoqualmie Pass Fire &amp; Rescue,Yes,,30,81.0811,Fire
King,Snoqualmie Pass Fire Protection Dist No. 51 Proposition 1 Snoqualmie Pass Fire &amp; Rescue,No,,7,18.9189,Fire
King,"East Pierce Fire &amp; Rescue Proposition No. 1 General Obligation Bonds - $80,000,000",Approved,,282,72.8682,Fire
King,"East Pierce Fire &amp; Rescue Proposition No. 1 General Obligation Bonds - $80,000,000",Rejected,,105,27.1318,Fire
King,"Si View Metropolitan Park District Proposition No. 1 Improvement Bonds to Connect and Protect Parks, Trails and Recreational Facilities",Approved,,3762,60.4337,Park and Recreation
King,"Si View Metropolitan Park District Proposition No. 1 Improvement Bonds to Connect and Protect Parks, Trails and Recreational Facilities",Rejected,,2463,39.5663,Park and Recreation
Kitsap,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,33900,42.0283,State Executive
Kitsap,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,46760,57.9717,State Executive
Kitsap,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,45385,56.4378,State Executive
Kitsap,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,35031,43.5622,State Executive
Kitsap,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,46988,58.0952,State Executive
Kitsap,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,33893,41.9048,State Executive
Kitsap,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,46649,58.0038,State Executive
Kitsap,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,33775,41.9962,State Executive
Kitsap,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,41548,53.9346,State Executive
Kitsap,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,35486,46.0654,State Executive
Kitsap,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),45312,56.3239,Federal
Kitsap,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),35137,43.6761,Federal
Kitsap,Congressional District 6 U.S. Representative,Derek Kilmer,(Prefers Democratic Party),51127,63.8864,Congressional
Kitsap,Congressional District 6 U.S. Representative,Douglas Dightman,(Prefers Republican Party),28901,36.1136,Congressional
Kitsap,Legislative District 23 State Representative Pos. 1,Sherry V. Appleton,(Prefers Democratic Party),25843,60.1896,Legislative
Kitsap,Legislative District 23 State Representative Pos. 1,Becky Erickson,(States No Party Preference),17093,39.8104,Legislative
Kitsap,Legislative District 23 State Representative Pos. 2,Drew Hansen,(Prefers Democratic Party),32154,100,Legislative
Kitsap,Legislative District 26 State Senator,Emily Randall,(Prefers Democratic Party),11530,50.84,Legislative
Kitsap,Legislative District 26 State Senator,Marty McClendon,(Prefers Republican Party),11149,49.16,Legislative
Kitsap,Legislative District 26 State Representative Pos. 1,Connie FitzPatrick,(Prefers Democratic Party),11038,48.9078,Legislative
Kitsap,Legislative District 26 State Representative Pos. 1,Jesse L. Young,(Prefers Republican Party),11531,51.0922,Legislative
Kitsap,Legislative District 26 State Representative Pos. 2,Joy Stanford,(Prefers Democratic Party),10400,46.1853,Legislative
Kitsap,Legislative District 26 State Representative Pos. 2,Michelle Caldier,(Prefers Republican Party),12118,53.8147,Legislative
Kitsap,Legislative District 35 State Senator,Irene Bowling,(Prefers Democratic Party),4755,44.8162,Legislative
Kitsap,Legislative District 35 State Senator,Tim Sheldon,(Prefers Democratic Party),5855,55.1838,Legislative
Kitsap,Legislative District 35 State Representative Pos. 1,Dan Griffey,(Prefers Republican Party),7077,59.7922,Legislative
Kitsap,Legislative District 35 State Representative Pos. 1,James Thomas,(Prefers Democratic Party),4759,40.2078,Legislative
Kitsap,Legislative District 35 State Representative Pos. 2,David Daggett,(Prefers Democratic Party),5440,46.1251,Legislative
Kitsap,Legislative District 35 State Representative Pos. 2,Drew C. MacEwen,(Prefers Republican Party),6354,53.8749,Legislative
Kitsap,Kitsap County Commissioner District 3,Edward Wolfe,(Prefers Republican Party),50050,100,County
Kitsap,Kitsap County Assessor,Phil Cook,(Prefers Republican Party),49954,100,County
Kitsap,Kitsap County Auditor,Paul Andrews,(Prefers Democratic Party),44044,71.1202,County
Kitsap,Kitsap County Auditor,Richard Huddy,(Prefers Democratic Party),17885,28.8798,County
Kitsap,Kitsap County Clerk,Alison Sonntag,(Prefers Democratic Party),54497,100,County
Kitsap,Kitsap County Coroner,Russ Reuther,(Prefers Republican Party),36120,50.6812,County
Kitsap,Kitsap County Coroner,Jeff Wallis,(States No Party Preference),35149,49.3188,County
Kitsap,Kitsap County Prosecuting Attorney,Chad M. Enright,(Prefers Democratic Party),53907,100,County
Kitsap,Kitsap County Sheriff,Gary L. Simpson,(Prefers Democratic Party),55073,100,County
Kitsap,Kitsap County Treasurer,Meredith Green,(Prefers Democratic Party),54435,100,County
Kitsap,Supreme Court Justice Position 2,Susan Owens,,51514,100,Judicial
Kitsap,Supreme Court Justice Position 8,Nathan Choi,,21054,33.8206,Judicial
Kitsap,Supreme Court Justice Position 8,Steve Gonzalez,,41198,66.1794,Judicial
Kitsap,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,50172,100,Judicial
Kitsap,"Court of Appeals, Division 2, District 2 Judge Position 2",Rebecca Glasgow,,49797,100,Judicial
Kitsap,DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,,49347,100,Judicial
Kitsap,DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,,48213,100,Judicial
Kitsap,DISTRICT COURT District Court Judge Department 3,Marilyn Paja,,49356,100,Judicial
Kitsap,DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,,48695,100,Judicial
Kitsap,PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,,31538,50.9277,Public Utility
Kitsap,PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,,30389,49.0723,Public Utility
Kitsap,CITY OF BAINBRIDGE ISLAND Proposition No. 1 Connecting Bainbridge: SAFE Mobility Levy,Approved,,5028,44.8328,City/Town
Kitsap,CITY OF BAINBRIDGE ISLAND Proposition No. 1 Connecting Bainbridge: SAFE Mobility Levy,Rejected,,6187,55.1672,City/Town
Kitsap,"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,,12480,53.4338,School
